source_task,family,work_type,criterion_id,criterion_title,reference_fragment,source_files,compiler_discrimination,review_status,review_notes
arbitration-international-dispute-resolution/draft-challenge-to-arbitrator-appointment,standard,draft,C-016,ISSUE_002: Undisclosed SCC arbitration identified,Tan Wei & Okafor LLP,appointment-chronology.xlsx,reference_passes;corrupted_fails,,
arbitration-international-dispute-resolution/draft-challenge-to-arbitrator-appointment,standard,draft,C-017,ISSUE_002: Undisclosed ad hoc London arbitration identified,Tan Wei & Okafor LLP,appointment-chronology.xlsx,reference_passes;corrupted_fails,,
arbitration-international-dispute-resolution/draft-cost-submissions-for-international-commercial-arbitration,standard,draft,C-027,"Correct fact witness travel costs: EUR 12,600","12,600",witness-expenses.docx,reference_passes;corrupted_fails,,
arbitration-international-dispute-resolution/draft-cost-submissions-for-international-commercial-arbitration,standard,draft,C-028,"States USD amount of ICC advance paid by Claimant: USD 450,000","450,000",expert-invoices.docx,reference_passes;corrupted_fails,,
arbitration-international-dispute-resolution/draft-cost-submissions-for-international-commercial-arbitration,standard,draft,C-035,"States counterclaim amount: EUR 3,200,000","3,200,000",expert-invoices.docx,reference_passes;corrupted_fails,,
arbitration-international-dispute-resolution/draft-cost-submissions-for-international-commercial-arbitration,standard,draft,C-050,Addresses document production misconduct (PO 3 and 4),largely without merit,final-award-excerpt.docx,reference_passes;corrupted_fails,,
arbitration-international-dispute-resolution/draft-emergency-application-for-interim-measures,standard,draft,C-004,Application identifies Meridian as Respondent/Applicant correctly,Meridian Shipping Holdings S.A,court-orders-bundle.docx,reference_passes;corrupted_fails,,
arbitration-international-dispute-resolution/draft-emergency-application-for-interim-measures,standard,draft,C-021,Demurrage figure corrected or error flagged,"87,000",fleet-operations-memo.docx,reference_passes;corrupted_fails,,
arbitration-international-dispute-resolution/draft-emergency-application-for-interim-measures,standard,draft,C-024,Court-to-Tribunal transition addressed with reference to Justice Okonkwo's order,2025,court-orders-bundle.docx,reference_passes;corrupted_fails,,
arbitration-international-dispute-resolution/draft-emergency-application-for-interim-measures,standard,draft,C-041,December 2024/January 2025 invoices paid 28 Feb 2025 — before LC draw,"2,847,000 | 2024 | 2025 | Volga's LC",court-orders-bundle.docx | payment-records.xlsx,reference_passes;corrupted_fails,,
arbitration-international-dispute-resolution/draft-emergency-application-for-interim-measures,standard,draft,C-042,Holm's certification characterized as false or misleading,60 days,court-orders-bundle.docx,reference_passes;corrupted_fails,,
arbitration-international-dispute-resolution/draft-emergency-application-for-interim-measures,standard,draft,C-043,"Order directed at Volga, not at the bank (addressing non-party issue)",Portside Bank,court-orders-bundle.docx,reference_passes;corrupted_fails,,
arbitration-international-dispute-resolution/draft-emergency-arbitrator-application,standard,draft,C-003,ISSUE_002: Notes 5-business-day return deadline has lapsed,"May 16, 2025",competitive-impact-memo.docx,reference_passes;corrupted_fails,,
arbitration-international-dispute-resolution/draft-emergency-arbitrator-application,standard,draft,C-029,"Correct file transfer details (4,217 files, ~3.8 GB, USB)","4,217 | 2025",competitive-impact-memo.docx,reference_passes;corrupted_fails,,
arbitration-international-dispute-resolution/draft-emergency-arbitrator-application,standard,draft,C-057,References DTSA or NY UTSA as statutory basis for trade secret claims,Defend Trade Secrets Act,demand-correspondence-chain.docx,reference_passes;corrupted_fails,,
arbitration-international-dispute-resolution/draft-expert-report-on-construction-delay-and-damages,standard,draft,C-022,"States correct contract price of $287,600,000","$287,600,000",cpm-schedule-analysis.docx,reference_passes;corrupted_fails,,
arbitration-international-dispute-resolution/draft-expert-report-on-construction-delay-and-damages,standard,draft,C-042,8% profit markup applied per Exhibit J,8% | Exhibit J,design-build-agreement-excerpts.docx,reference_passes;corrupted_fails,,
arbitration-international-dispute-resolution/draft-expert-report-on-construction-delay-and-damages,standard,draft,C-070,Cost breakdown components sum to total costs incurred,"$244,770,000",financial-summary-cost-report.xlsx,reference_passes;corrupted_fails,,
arbitration-international-dispute-resolution/draft-interim-measures-request,standard,draft,C-039,Addresses prima facie breach of Article 8 (IP provisions),Background IP,cease-and-desist-letter.docx,reference_passes;corrupted_fails,,
arbitration-international-dispute-resolution/draft-interim-measures-request,standard,draft,C-059,Correct party details — Meridian company number and address,Millbrook Industrial Park | United Kingdom,cease-and-desist-letter.docx,reference_passes;corrupted_fails,,
arbitration-international-dispute-resolution/draft-interim-measures-request,standard,draft,C-068,References Hawkfield Turbines by name,Hawkfield Turbines PLC,cease-and-desist-letter.docx,reference_passes;corrupted_fails,,
arbitration-international-dispute-resolution/draft-interim-measures-request,standard,draft,C-069,"References the Farnborough Airshow date of July 14, 2025","Farnborough International Airshow | July 14, 2025",customer-approach-emails.eml | financial-exposure-report.docx,reference_passes;corrupted_fails,,
arbitration-international-dispute-resolution/draft-interim-measures-request,standard,draft,C-079,Correct non-compete duration of 36 months,36 months,cease-and-desist-letter.docx,reference_passes;corrupted_fails,,
arbitration-international-dispute-resolution/draft-markup-of-arbitration-agreement,standard,review,C-042,Cover memo addresses sole arbitrator to three-panel change,$10 million,whitmore-arbitration-playbook.docx,reference_passes;corrupted_fails,,
arbitration-international-dispute-resolution/draft-notice-of-arbitration/scenario-01,standard,draft,C-034,"Lost pipeline deals stated ($3,200,000)","$3,200,000",cascade-damages-memo.docx,reference_passes;corrupted_fails,,
arbitration-international-dispute-resolution/draft-notice-of-arbitration/scenario-01,standard,draft,C-051,ICDR filing fee referenced as submitted concurrently (ISSUE_011),"$7,550",cascade-damages-memo.docx,reference_passes;corrupted_fails,,
arbitration-international-dispute-resolution/draft-notice-of-arbitration/scenario-02,standard,draft,C-002,"Claimant identified as Cascade Digital Solutions, Inc., a Delaware corporation",Cascade Digital Solutions,cascade-damages-memo.docx,reference_passes;corrupted_fails,,
arbitration-international-dispute-resolution/draft-notice-of-arbitration/scenario-02,standard,draft,C-027,"Total unpaid SLA credits correctly calculated as $425,000 (ISSUE_007)","$425,000",cascade-damages-memo.docx,reference_passes;corrupted_fails,,
arbitration-international-dispute-resolution/draft-notice-of-arbitration/scenario-02,standard,draft,C-040,Section 12.3(d) data protection law exception referenced (ISSUE_006),MSA Section,cascade-damages-memo.docx,reference_passes;corrupted_fails,,
arbitration-international-dispute-resolution/draft-notice-of-arbitration/scenario-02,standard,draft,C-053,4-hour RPO violation stated,Recovery Point Objective,cascade-damages-memo.docx,reference_passes;corrupted_fails,,
arbitration-international-dispute-resolution/draft-objections-to-document-production-request,standard,draft,C-020,ISSUE_006: Objection to overbreadth of Fund IV fundraising requests,Fund IV,claimant-first-document-requests.docx,reference_passes;corrupted_fails,,
arbitration-international-dispute-resolution/draft-statement-of-claim,standard,draft,C-001,"Claimant identified as Greenfield Biosciences Ltd., incorporated in England and Wales",Greenfield Biosciences Ltd | England and Wales,client-instructions.eml | joint-venture-agreement.docx,reference_passes;corrupted_fails,,
arbitration-international-dispute-resolution/draft-statement-of-claim,standard,draft,C-019,Unauthorized use of JV clinical data as distinct basis (ISSUE_004),CTI-9900 IND | Cascadia Oncology Solutions LLC | Phase I and Phase IIa | JV IP | Verdana Oncology Partners LLP,client-instructions.eml | joint-venture-agreement.docx,reference_passes;corrupted_fails,,
arbitration-international-dispute-resolution/draft-statement-of-claim,standard,draft,C-034,Diminution in JV value — pre-diversion value stated as $340M and post-diversion value stated as $85M,$340M | $85M,client-instructions.eml,reference_passes;corrupted_fails,,
arbitration-international-dispute-resolution/draft-statement-of-claim,standard,draft,C-044,Factual narrative includes JVA formation on 15 March 2019,2019,client-instructions.eml,reference_passes;corrupted_fails,,
arbitration-international-dispute-resolution/draft-statement-of-claim,standard,draft,C-045,Factual narrative includes Phase I completion (June 2021),Phase I | GT-4187,client-instructions.eml,reference_passes;corrupted_fails,,
arbitration-international-dispute-resolution/draft-statement-of-defense,standard,draft,C-033,Identifies arbitral rules as SIAC Rules 2016 (6th Edition),SIAC Rules | 2016,counterclaim-memo.docx,reference_passes;corrupted_fails,,
arbitration-international-dispute-resolution/draft-terms-of-reference-for-icc-arbitration,standard,draft,C-006,Respondent's corporate form stated as private limited company under laws of England and Wales,England and Wales,answer-and-counterclaim.docx,reference_passes;corrupted_fails,,
arbitration-international-dispute-resolution/draft-terms-of-reference-for-icc-arbitration,standard,draft,C-013,Claimant's counsel individuals identified,Ms. Sarah Thornbury | Mr. James Kellaway,answer-and-counterclaim.docx,reference_passes;corrupted_fails,,
arbitration-international-dispute-resolution/draft-terms-of-reference-for-icc-arbitration,standard,draft,C-033,"Claimant's total monetary claims correctly stated as €24,790,000","€24,790,000",arbitrator-directions.eml,reference_passes;corrupted_fails,,
arbitration-international-dispute-resolution/draft-terms-of-reference-for-icc-arbitration,standard,draft,C-035,"Respondent's Counterclaim 2: Remediation costs €12,800,000","€12,800,000 | Solartec Nordic A/S",answer-and-counterclaim.docx,reference_passes;corrupted_fails,,
arbitration-international-dispute-resolution/draft-terms-of-reference-for-icc-arbitration,standard,draft,C-051,Article 23(2) deadline and ICC Court extension addressed (ISSUE_009),ICC Court | Terms of Reference,answer-and-counterclaim.docx | arbitrator-directions.eml,reference_passes;corrupted_fails,,
arbitration-international-dispute-resolution/draft-terms-of-reference-for-icc-arbitration,standard,draft,C-059,Applicable arbitration rules identified as 2021 ICC Rules,ICC Rules of Arbitration | 2021,answer-and-counterclaim.docx,reference_passes;corrupted_fails,,
arbitration-international-dispute-resolution/draft-terms-of-reference-for-icc-arbitration,standard,draft,C-074,Performance bond issuer (Rheinische Kreditbank AG) identified,"Rheinische Kreditbank AG | €6,150,000",answer-and-counterclaim.docx,reference_passes;corrupted_fails,,
arbitration-international-dispute-resolution/draft-witness-statement,standard,draft,C-017,Pressure Test: Threshold attributed to Technical Annex C of MSA,Technical Annex C,ashford-hale-witness-outline-memo.docx,reference_passes;corrupted_fails,,
arbitration-international-dispute-resolution/draft-witness-statement,standard,draft,C-034,Chronological: Unit 0042 installation dates (13–18 March 2023),2023,ashford-hale-witness-outline-memo.docx,reference_passes;corrupted_fails,,
arbitration-international-dispute-resolution/draft-witness-statement,standard,draft,C-057,Consultation Before Shutdown: Beattie and onshore engineering team consulted,Colin Beattie,ashford-hale-witness-outline-memo.docx,reference_passes;corrupted_fails,,
arbitration-international-dispute-resolution/extract-findings-from-arbitral-award,standard,analyze,C-019,ISSUE_003: Arbitration filing does not satisfy contractual Claim Notice,"§8.04(a) | Claim Notice | Sellers' Representative | June 22, 2023 | June 17, 2023",claim-notice-email.eml | icc-final-award-27841.docx,reference_passes;corrupted_fails,,
arbitration-international-dispute-resolution/extract-findings-from-arbitral-award,standard,analyze,C-029,"Claim 4: Breach of SPA §3.12 for failure to disclose Interference No. 106,542","USPTO Interference No | 106,542 | Disclosure Schedule | §3.12 | September 3, 2021 | November 19, 2021",claim-notice-email.eml | claimant-expert-summary.docx,reference_passes;corrupted_fails,,
